Year,Month,Date,Hour,Place,Temperature,Temperature Category,Day Status,Ride Demand
2024,12,25,16,Banashankari,28.32407960136012,High Temp (Sunny),Working Day,104
2024,7,10,9,Whitefield,34.82534624019191,High Temp (Sunny),Working Day,87
2023,11,11,18,Bannerghatta,20.127999420740483,Moderate Temp (Clear),Holiday,120
2022,9,22,1,Ulsoor,22.179402967806222,Moderate Temp (Clear),Working Day,23
2023,11,2,2,Malleswaram,32.62897433333749,High Temp (Sunny),Working Day,22
2023,10,24,19,Ulsoor,25.72998599106911,Moderate Temp (Clear),Working Day,97
2024,11,25,5,Sadashivanagar,26.68305551215036,Moderate Temp (Clear),Working Day,23
2023,8,24,12,Yelahanka,22.292897222165173,Moderate Temp (Clear),Working Day,75
2024,3,18,16,R.T. Nagar,21.37640921292468,Moderate Temp (Clear),Working Day,105
2023,7,9,14,Jayanagar,34.85865583517498,High Temp (Sunny),Holiday,85
2024,3,13,1,Jeevanbhima Nagar,25.403542127264632,Moderate Temp (Clear),Working Day,21
2022,2,14,15,Bannerghatta,29.787100705915563,High Temp (Sunny),Working Day,45
2024,10,16,14,Vijaynagar,17.437328354575975,Low Temp (Rainy),Working Day,49
2024,2,19,8,Yeshwantpur,20.45399918524329,Moderate Temp (Clear),Working Day,97
2024,10,20,22,Rajajinagar,21.9183448291128,Moderate Temp (Clear),Holiday,108
2022,11,3,7,Mahadevapura,18.76722940281654,Moderate Temp (Clear),Working Day,91
2023,11,13,14,HSR Layout,35.836325379466444,High Temp (Sunny),Working Day,46
2024,7,4,18,Seshadripuram,17.090999954205763,Low Temp (Rainy),Working Day,81
2022,7,18,23,Indiranagar,21.53370332876385,Moderate Temp (Clear),Working Day,68
2023,12,11,19,Bellandur,25.299121787204765,Moderate Temp (Clear),Working Day,103
2023,2,25,9,Whitefield,26.2466611252516,Moderate Temp (Clear),Holiday,111
2023,11,20,3,HSR Layout,18.595033301522424,Moderate Temp (Clear),Working Day,21
2024,1,10,15,R.T. Nagar,16.569364097965423,Low Temp (Rainy),Working Day,56
2024,7,26,2,Ulsoor,24.98751655909461,Moderate Temp (Clear),Working Day,22
2024,3,8,10,Jayanagar,28.73002284387994,High Temp (Sunny),Working Day,64
2024,5,27,12,Yeshwantpur,21.411898968028684,Moderate Temp (Clear),Working Day,94
2023,6,24,17,Ulsoor,20.865439918984222,Moderate Temp (Clear),Holiday,137
2023,8,26,21,Seshadripuram,17.67221535756447,Low Temp (Rainy),Holiday,101
2024,8,12,2,Marathahalli,22.96250382074623,Moderate Temp (Clear),Working Day,25
2024,9,8,13,Yeshwantpur,16.378492065718653,Low Temp (Rainy),Holiday,90
2022,2,21,21,Seshadripuram,21.9915880885819,Moderate Temp (Clear),Working Day,76
2023,11,16,5,BTM Layout,20.156450704866096,Moderate Temp (Clear),Working Day,21
2024,12,9,16,Ulsoor,22.100104076572716,Moderate Temp (Clear),Working Day,112
2023,2,2,7,Bellandur,27.77366805613159,Moderate Temp (Clear),Working Day,93
2022,11,24,0,BTM Layout,22.49460905792765,Moderate Temp (Clear),Working Day,21
2024,1,24,21,Marathahalli,27.29603100084084,Moderate Temp (Clear),Working Day,127
2024,5,10,10,Malleswaram,24.949416580775857,Moderate Temp (Clear),Working Day,116
2023,9,1,12,Banashankari,22.134041603228304,Moderate Temp (Clear),Working Day,76
2024,7,14,3,Jeevanbhima Nagar,26.291199639018373,Moderate Temp (Clear),Holiday,21
2022,12,28,13,R.T. Nagar,29.27481210535414,High Temp (Sunny),Working Day,37
2023,1,11,22,Hebbal,30.842190458537424,High Temp (Sunny),Working Day,41
2024,5,24,18,Bellandur,23.66869596077187,Moderate Temp (Clear),Working Day,107
2022,6,6,4,Jayanagar,18.53494004835555,Moderate Temp (Clear),Working Day,20
2024,2,10,7,Domlur,23.70760674195042,Moderate Temp (Clear),Holiday,130
2023,6,7,13,HSR Layout,39.81452892725181,High Temp (Sunny),Working Day,56
2023,2,18,22,Yelahanka,18.706852973486477,Moderate Temp (Clear),Holiday,114
2023,7,3,9,Seshadripuram,23.501821749409054,Moderate Temp (Clear),Working Day,86
2023,10,19,3,Domlur,22.76072102030364,Moderate Temp (Clear),Working Day,25
2024,9,7,2,Rajajinagar,19.07188584477227,Moderate Temp (Clear),Holiday,22
2024,8,12,19,JP Nagar,20.417564525067217,Moderate Temp (Clear),Working Day,111
2024,10,1,15,Malleswaram,25.76034411717927,Moderate Temp (Clear),Working Day,83
2024,6,3,11,Bellandur,20.682097381472207,Moderate Temp (Clear),Working Day,81
2024,11,25,22,Vasanthnagar,16.457004049966628,Low Temp (Rainy),Working Day,72
2024,10,16,16,Bellandur,24.034442337828565,Moderate Temp (Clear),Working Day,100
2024,1,14,18,Whitefield,27.34631854261429,Moderate Temp (Clear),Holiday,146
2022,12,21,21,Seshadripuram,30.83329295070677,High Temp (Sunny),Working Day,54
2023,3,10,11,Indiranagar,21.927471912002343,Moderate Temp (Clear),Working Day,85
2022,8,25,22,Jayanagar,21.156099765915094,Moderate Temp (Clear),Working Day,76
2024,5,25,22,Rajajinagar,28.209696233809105,High Temp (Sunny),Holiday,86
2023,9,5,17,Whitefield,32.74397534625255,High Temp (Sunny),Working Day,87
2023,11,18,9,Banashankari,38.019706249353554,High Temp (Sunny),Holiday,68
2022,9,11,7,Mahadevapura,15.441295927905935,Low Temp (Rainy),Holiday,77
2024,6,8,10,Malleswaram,16.34260753171685,Low Temp (Rainy),Holiday,96
2024,12,24,15,Vijaynagar,21.58233838809833,Moderate Temp (Clear),Working Day,88
2024,6,11,20,Bannerghatta,33.65881404623079,High Temp (Sunny),Working Day,86
2024,6,7,3,Bellandur,29.056309200590874,High Temp (Sunny),Working Day,24
2023,9,8,9,Vijaynagar,19.799993163410168,Moderate Temp (Clear),Working Day,108
2022,6,20,20,Sadashivanagar,26.70221333302281,Moderate Temp (Clear),Working Day,90
2024,2,4,10,Indiranagar,22.99027574722275,Moderate Temp (Clear),Holiday,115
2022,9,9,11,Marathahalli,20.43425724702764,Moderate Temp (Clear),Working Day,64
2022,2,21,5,Bannerghatta,16.719880332588296,Low Temp (Rainy),Working Day,23
2024,6,18,4,Rajarajeshwari Nagar,27.09553234481092,Moderate Temp (Clear),Working Day,25
2023,12,13,4,Rajajinagar,24.20420701455363,Moderate Temp (Clear),Working Day,21
2023,12,10,18,Hebbal,28.96117318474437,High Temp (Sunny),Holiday,105
2023,7,2,2,Vijaynagar,27.640819688072764,Moderate Temp (Clear),Holiday,23
2022,7,1,22,Vasanthnagar,29.803247307037232,High Temp (Sunny),Working Day,53
2022,1,26,19,Vijaynagar,19.165409558576677,Moderate Temp (Clear),Working Day,93
2023,7,22,21,Banashankari,31.335795483654397,High Temp (Sunny),Holiday,114
2024,11,22,18,Yeshwantpur,11.878486073828764,Low Temp (Rainy),Working Day,75
2024,9,18,10,Indiranagar,25.50283326096392,Moderate Temp (Clear),Working Day,110
2024,1,8,0,Ulsoor,42.51835524208357,High Temp (Sunny),Working Day,20
2022,11,14,5,BTM Layout,21.999885425869515,Moderate Temp (Clear),Working Day,24
2024,2,12,20,Domlur,17.675114277543514,Low Temp (Rainy),Working Day,71
2022,1,24,7,Sadashivanagar,22.052284027367943,Moderate Temp (Clear),Working Day,90
2023,4,12,13,JP Nagar,17.47799831028516,Low Temp (Rainy),Working Day,48
2022,3,21,17,Jeevanbhima Nagar,36.3927943908957,High Temp (Sunny),Working Day,81
2024,8,19,2,Sadashivanagar,34.31835032224248,High Temp (Sunny),Working Day,24
2024,3,24,17,Seshadripuram,27.962549865514514,Moderate Temp (Clear),Holiday,137
2024,9,24,8,Bellandur,21.985953606419017,Moderate Temp (Clear),Working Day,101
2022,4,15,8,Jayanagar,24.09233548999837,Moderate Temp (Clear),Working Day,82
2024,6,2,23,Vasanthnagar,16.83259899638508,Low Temp (Rainy),Holiday,99
2024,7,26,4,Whitefield,14.833288089594587,Low Temp (Rainy),Working Day,25
2023,6,22,4,R.T. Nagar,30.195019271670382,High Temp (Sunny),Working Day,22
2023,4,16,3,Domlur,28.649217676145117,High Temp (Sunny),Holiday,21
2023,8,6,17,Seshadripuram,20.893465607843694,Moderate Temp (Clear),Holiday,113
2023,11,19,10,BTM Layout,27.16837115290044,Moderate Temp (Clear),Holiday,102
2023,6,13,6,Rajajinagar,16.764957820701696,Low Temp (Rainy),Working Day,21
2024,4,12,18,Bellandur,21.846469553312897,Moderate Temp (Clear),Working Day,122
2024,12,22,8,Sadashivanagar,26.697077478109644,Moderate Temp (Clear),Holiday,113
2024,9,19,23,Koramangala,23.40807217295225,Moderate Temp (Clear),Working Day,105
2022,7,19,7,Rajarajeshwari Nagar,21.058098664187323,Moderate Temp (Clear),Working Day,89
2024,6,9,16,Rajajinagar,15.360502371539006,Low Temp (Rainy),Holiday,119
2023,2,20,9,Shivajinagar,18.91006792007588,Moderate Temp (Clear),Working Day,109
2023,4,23,5,Malleswaram,24.495114663621337,Moderate Temp (Clear),Holiday,21
2023,4,19,3,Indiranagar,28.07488043490544,High Temp (Sunny),Working Day,21
2024,10,3,15,Malleswaram,20.514083545431184,Moderate Temp (Clear),Working Day,101
2024,10,4,17,Jeevanbhima Nagar,33.15180879413667,High Temp (Sunny),Working Day,65
2024,4,5,20,Koramangala,26.965301070286177,Moderate Temp (Clear),Working Day,112
2024,6,23,3,Mahadevapura,24.99249150736303,Moderate Temp (Clear),Holiday,24
2023,12,11,23,BTM Layout,24.894509041320536,Moderate Temp (Clear),Working Day,82
2023,7,24,5,Vasanthnagar,31.784463013537405,High Temp (Sunny),Working Day,20
2023,8,15,23,Sadashivanagar,27.0655497656648,Moderate Temp (Clear),Working Day,87
2022,11,10,22,Marathahalli,30.750431923649646,High Temp (Sunny),Working Day,39
2024,6,1,17,R.T. Nagar,34.796111354786774,High Temp (Sunny),Holiday,114
2023,5,2,23,Whitefield,18.861628785221704,Moderate Temp (Clear),Working Day,99
2022,9,9,7,Bannerghatta,19.022016506061355,Moderate Temp (Clear),Working Day,82
2024,2,15,3,Seshadripuram,15.32931038441032,Low Temp (Rainy),Working Day,22
2023,11,16,19,Rajarajeshwari Nagar,32.63391998782527,High Temp (Sunny),Working Day,56
2024,8,6,14,Bellandur,19.113257876865895,Moderate Temp (Clear),Working Day,78
2022,2,3,0,Marathahalli,26.38676067891908,Moderate Temp (Clear),Working Day,21
2023,6,21,0,Yelahanka,30.16740231569065,High Temp (Sunny),Working Day,24
2022,8,24,22,Marathahalli,27.068085323262643,Moderate Temp (Clear),Working Day,69
2024,12,13,17,Rajarajeshwari Nagar,19.58939301576137,Moderate Temp (Clear),Working Day,111
2023,7,1,21,Jeevanbhima Nagar,19.275425628095043,Moderate Temp (Clear),Holiday,125
2024,5,22,5,Hebbal,24.288304494549937,Moderate Temp (Clear),Working Day,24
2024,2,8,10,Hebbal,24.967902307155047,Moderate Temp (Clear),Working Day,120
2024,7,23,7,Rajarajeshwari Nagar,26.2080991666364,Moderate Temp (Clear),Working Day,109
2024,5,28,1,Yeshwantpur,19.715714594700337,Moderate Temp (Clear),Working Day,22
2022,4,20,2,Sadashivanagar,24.52434831797489,Moderate Temp (Clear),Working Day,25
2023,5,5,19,BTM Layout,14.769975989300145,Low Temp (Rainy),Working Day,62
2023,4,1,3,Whitefield,31.374278153343223,High Temp (Sunny),Holiday,25
2024,12,10,16,Marathahalli,24.431714374278656,Moderate Temp (Clear),Working Day,134
2022,5,10,6,Vijaynagar,28.377201697627164,High Temp (Sunny),Working Day,24
2024,11,3,19,JP Nagar,15.270425562645656,Low Temp (Rainy),Holiday,98
2023,1,28,18,Mahadevapura,20.466329672902585,Moderate Temp (Clear),Holiday,131
2022,2,9,0,Ulsoor,26.615063729217542,Moderate Temp (Clear),Working Day,21
2024,3,13,6,Shivajinagar,25.595356530786567,Moderate Temp (Clear),Working Day,21
2024,1,18,17,Koramangala,14.720414405672695,Low Temp (Rainy),Working Day,82
2024,12,7,4,Seshadripuram,16.258651420554017,Low Temp (Rainy),Holiday,21
2024,2,16,21,Ulsoor,28.267638334505214,High Temp (Sunny),Working Day,82
2024,5,6,23,Jeevanbhima Nagar,25.564880118483817,Moderate Temp (Clear),Working Day,93
2023,5,11,18,BTM Layout,21.10310359294852,Moderate Temp (Clear),Working Day,95
2023,6,8,17,Whitefield,25.37482354966364,Moderate Temp (Clear),Working Day,117
2024,4,28,17,Yeshwantpur,29.54349726478402,High Temp (Sunny),Holiday,112
2024,10,26,17,Ulsoor,14.939894173944651,Low Temp (Rainy),Holiday,104
2023,5,1,10,Vasanthnagar,18.33419066032588,Moderate Temp (Clear),Working Day,104
2024,9,16,4,Seshadripuram,17.004842418146456,Low Temp (Rainy),Working Day,23
2024,4,25,12,Shivajinagar,26.91165620031989,Moderate Temp (Clear),Working Day,95
2022,1,23,9,Bannerghatta,12.336883894189535,Low Temp (Rainy),Holiday,58
2022,7,23,21,Rajarajeshwari Nagar,19.77660600748596,Moderate Temp (Clear),Holiday,104
2024,9,13,7,Banashankari,13.91479703602269,Low Temp (Rainy),Working Day,80
2024,10,2,9,BTM Layout,23.9638751339681,Moderate Temp (Clear),Working Day,101
2023,11,17,0,Indiranagar,17.34610063894248,Low Temp (Rainy),Working Day,22
2024,8,18,1,Rajarajeshwari Nagar,18.07762750746613,Moderate Temp (Clear),Holiday,23
2024,1,17,17,Rajajinagar,27.5315152743512,Moderate Temp (Clear),Working Day,105
2022,8,1,18,Bannerghatta,18.301453520875032,Moderate Temp (Clear),Working Day,87
2023,4,10,6,Mahadevapura,35.412127787421134,High Temp (Sunny),Working Day,20
2023,1,3,3,Vijaynagar,25.47989170247265,Moderate Temp (Clear),Working Day,24
2024,1,10,6,Ulsoor,18.63004824037589,Moderate Temp (Clear),Working Day,22
2024,12,21,20,Sadashivanagar,21.32516889487149,Moderate Temp (Clear),Holiday,147
2024,10,16,3,Rajarajeshwari Nagar,20.76697124012764,Moderate Temp (Clear),Working Day,22
2024,1,20,10,HSR Layout,18.80685427817465,Moderate Temp (Clear),Holiday,118
2023,6,26,6,Marathahalli,12.053870634106389,Low Temp (Rainy),Working Day,24
2024,12,15,7,Jeevanbhima Nagar,23.546218563425874,Moderate Temp (Clear),Holiday,116
2024,11,5,21,Ulsoor,30.63017496417714,High Temp (Sunny),Working Day,77
2022,10,8,14,Ulsoor,27.121495202906488,Moderate Temp (Clear),Holiday,94
2022,10,23,0,Domlur,20.98439309004754,Moderate Temp (Clear),Holiday,24
2023,5,17,9,Seshadripuram,21.64778665566693,Moderate Temp (Clear),Working Day,115
2024,9,8,17,Whitefield,22.274906856082247,Moderate Temp (Clear),Holiday,133
2024,4,8,11,HSR Layout,21.87773837838997,Moderate Temp (Clear),Working Day,81
2022,3,21,17,Malleswaram,17.886914490487374,Low Temp (Rainy),Working Day,55
2024,2,9,16,Ulsoor,12.633155270484185,Low Temp (Rainy),Working Day,87
2024,9,24,15,Whitefield,21.888916354449783,Moderate Temp (Clear),Working Day,114
2024,11,10,8,Mahadevapura,29.277110811560835,High Temp (Sunny),Holiday,90
2022,2,18,20,Yelahanka,24.52533381486828,Moderate Temp (Clear),Working Day,77
2024,5,10,22,HSR Layout,25.672255030629312,Moderate Temp (Clear),Working Day,104
2023,4,3,12,Indiranagar,33.25099923517726,High Temp (Sunny),Working Day,44
2024,7,7,18,Jeevanbhima Nagar,24.553500056568623,Moderate Temp (Clear),Holiday,131
2024,12,23,19,Seshadripuram,24.388239636339723,Moderate Temp (Clear),Working Day,124
2023,12,18,21,Marathahalli,22.95253227127025,Moderate Temp (Clear),Working Day,108
2024,2,2,14,Jeevanbhima Nagar,22.24356674528785,Moderate Temp (Clear),Working Day,105
2023,4,19,23,Malleswaram,10.45740417095264,Low Temp (Rainy),Working Day,41
2024,9,20,13,Koramangala,17.810848680133958,Low Temp (Rainy),Working Day,67
2023,7,7,6,Bellandur,26.41539381743827,Moderate Temp (Clear),Working Day,25
2024,6,9,3,Seshadripuram,32.58050185162085,High Temp (Sunny),Holiday,24
2022,4,10,7,Mahadevapura,34.86764137442271,High Temp (Sunny),Holiday,62
2024,11,20,9,Vijaynagar,27.56357708154869,Moderate Temp (Clear),Working Day,95
2024,1,2,16,Hebbal,14.41304146373252,Low Temp (Rainy),Working Day,75
2024,10,20,19,Vijaynagar,13.184274722104716,Low Temp (Rainy),Holiday,105
2024,3,23,14,R.T. Nagar,29.324031115020347,High Temp (Sunny),Holiday,91
2024,1,4,13,Indiranagar,19.375868891374328,Moderate Temp (Clear),Working Day,74
2023,2,17,21,Yeshwantpur,18.3197657999935,Moderate Temp (Clear),Working Day,124
2024,3,10,1,Jayanagar,25.03335951112924,Moderate Temp (Clear),Holiday,24
2023,10,20,22,HSR Layout,24.473777383036023,Moderate Temp (Clear),Working Day,78
2024,6,24,16,Hebbal,24.500430022394863,Moderate Temp (Clear),Working Day,81
2024,7,28,0,Bannerghatta,28.81871498204963,High Temp (Sunny),Holiday,21
2024,12,4,21,HSR Layout,21.041373075960585,Moderate Temp (Clear),Working Day,101
2023,2,12,15,BTM Layout,18.896828251847797,Moderate Temp (Clear),Holiday,110
2024,2,12,6,Yelahanka,20.727481252989516,Moderate Temp (Clear),Working Day,20
2024,3,17,22,Mahadevapura,29.591763013132965,High Temp (Sunny),Holiday,70
2023,8,20,9,Jeevanbhima Nagar,38.87250518573271,High Temp (Sunny),Holiday,89
2024,8,5,22,Shivajinagar,24.090474921811307,Moderate Temp (Clear),Working Day,94
2023,3,12,8,JP Nagar,25.676855166585256,Moderate Temp (Clear),Holiday,99
2024,11,18,14,Ulsoor,26.36341882456489,Moderate Temp (Clear),Working Day,79
2023,11,12,13,Domlur,21.76059430276075,Moderate Temp (Clear),Holiday,113
2024,6,10,5,Marathahalli,36.130260961100376,High Temp (Sunny),Working Day,22
2024,5,24,4,Sadashivanagar,20.80205656989488,Moderate Temp (Clear),Working Day,23
2024,5,4,22,Jeevanbhima Nagar,35.06150075328174,High Temp (Sunny),Holiday,102
2023,5,19,22,BTM Layout,16.669134818293195,Low Temp (Rainy),Working Day,42
2023,7,14,22,Yeshwantpur,31.199503542561285,High Temp (Sunny),Working Day,49
2022,3,2,4,Hebbal,28.46921118243128,High Temp (Sunny),Working Day,25
2024,3,22,6,Bannerghatta,19.26253778534483,Moderate Temp (Clear),Working Day,23
2024,3,14,4,Malleswaram,18.087410477091325,Moderate Temp (Clear),Working Day,21
2024,7,13,21,Marathahalli,18.225488942020096,Moderate Temp (Clear),Holiday,141
2024,12,1,8,R.T. Nagar,19.22244589885505,Moderate Temp (Clear),Holiday,100
2024,10,3,8,Seshadripuram,27.426183868266826,Moderate Temp (Clear),Working Day,108
2023,4,7,21,Shivajinagar,15.080738582790088,Low Temp (Rainy),Working Day,65
2022,10,3,16,HSR Layout,34.4523144531903,High Temp (Sunny),Working Day,58
2023,1,16,12,Malleswaram,16.966828275325263,Low Temp (Rainy),Working Day,46
2023,10,18,13,BTM Layout,15.247721400321288,Low Temp (Rainy),Working Day,43
2024,9,27,10,Indiranagar,10.49173257043915,Low Temp (Rainy),Working Day,76
2024,7,5,8,Yelahanka,22.909062365009508,Moderate Temp (Clear),Working Day,123
2023,8,23,4,Seshadripuram,14.165498124982172,Low Temp (Rainy),Working Day,20
2022,10,20,14,R.T. Nagar,30.38983277836568,High Temp (Sunny),Working Day,29
2024,2,23,0,R.T. Nagar,23.84727069609021,Moderate Temp (Clear),Working Day,20
2023,4,8,2,Vijaynagar,32.73578351610567,High Temp (Sunny),Holiday,20
2023,2,23,11,Koramangala,11.710720764930402,Low Temp (Rainy),Working Day,55
2023,4,22,8,Sadashivanagar,24.46454348573465,Moderate Temp (Clear),Holiday,111
2024,8,14,18,Whitefield,28.621445576169634,High Temp (Sunny),Working Day,91
2022,5,19,8,Ulsoor,15.311638650188184,Low Temp (Rainy),Working Day,76
2024,1,18,12,Vasanthnagar,31.644337216042445,High Temp (Sunny),Working Day,59
2022,4,11,17,BTM Layout,22.568785665235858,Moderate Temp (Clear),Working Day,71
2024,4,15,22,Rajarajeshwari Nagar,29.462969945737186,High Temp (Sunny),Working Day,63
2024,8,8,22,Sadashivanagar,24.81702513846354,Moderate Temp (Clear),Working Day,93
2024,12,15,15,Sadashivanagar,29.415607072801247,High Temp (Sunny),Holiday,87
2023,2,26,6,Vijaynagar,20.1339697344833,Moderate Temp (Clear),Holiday,21
2024,8,22,14,Marathahalli,18.611506533399023,Moderate Temp (Clear),Working Day,89
2022,8,11,7,HSR Layout,34.2859662119188,High Temp (Sunny),Working Day,52
2024,1,21,13,Bannerghatta,26.486681227305027,Moderate Temp (Clear),Holiday,130
2024,6,12,19,R.T. Nagar,24.453571516923684,Moderate Temp (Clear),Working Day,116
2023,9,18,12,Shivajinagar,24.82435046189948,Moderate Temp (Clear),Working Day,65
2024,4,23,10,Vijaynagar,24.07934936206544,Moderate Temp (Clear),Working Day,108
2022,10,4,13,Seshadripuram,21.50665296400421,Moderate Temp (Clear),Working Day,77
2023,2,17,11,Domlur,33.99176080044117,High Temp (Sunny),Working Day,46
2024,11,12,13,R.T. Nagar,22.60654016773462,Moderate Temp (Clear),Working Day,102
2024,7,2,18,Bellandur,23.73353268135531,Moderate Temp (Clear),Working Day,104
2024,8,6,4,Bellandur,26.251315826684007,Moderate Temp (Clear),Working Day,25
2023,10,2,7,Jeevanbhima Nagar,21.210863458401683,Moderate Temp (Clear),Working Day,110
2024,2,20,3,Whitefield,27.45891965082232,Moderate Temp (Clear),Working Day,25
2022,6,17,10,Banashankari,20.5565697272665,Moderate Temp (Clear),Working Day,99
2024,8,8,18,Ulsoor,27.747525867075066,Moderate Temp (Clear),Working Day,108
2023,11,12,3,Vasanthnagar,17.161025219626424,Low Temp (Rainy),Holiday,24
2022,11,24,15,Mahadevapura,16.36390658764406,Low Temp (Rainy),Working Day,20
2023,8,11,8,Vijaynagar,22.88809759337879,Moderate Temp (Clear),Working Day,117
2023,9,10,5,Malleswaram,18.527610339858214,Moderate Temp (Clear),Holiday,24
2023,11,3,4,Jeevanbhima Nagar,22.444100253869355,Moderate Temp (Clear),Working Day,24
2024,3,14,17,BTM Layout,23.572360019773328,Moderate Temp (Clear),Working Day,117
2023,12,26,6,Vasanthnagar,22.468707752740915,Moderate Temp (Clear),Working Day,22
2024,1,7,4,R.T. Nagar,16.27402465501502,Low Temp (Rainy),Holiday,25
2024,12,8,15,Domlur,23.168859134066707,Moderate Temp (Clear),Holiday,119
2024,5,5,16,Rajarajeshwari Nagar,24.445313285846392,Moderate Temp (Clear),Holiday,139
2023,10,26,12,Yeshwantpur,20.231301678504103,Moderate Temp (Clear),Working Day,87
2022,4,25,4,HSR Layout,18.34079047444813,Moderate Temp (Clear),Working Day,21
2023,9,1,14,Jeevanbhima Nagar,20.263019693202097,Moderate Temp (Clear),Working Day,71
2022,1,20,7,JP Nagar,23.01390634848222,Moderate Temp (Clear),Working Day,89
2024,12,22,22,Vijaynagar,27.24915978660716,Moderate Temp (Clear),Holiday,120
2022,6,10,2,Rajajinagar,24.09343029211206,Moderate Temp (Clear),Working Day,20
2024,10,25,7,Indiranagar,20.040127789570292,Moderate Temp (Clear),Working Day,107
2022,2,25,6,JP Nagar,22.014354025422296,Moderate Temp (Clear),Working Day,22
2024,1,18,3,Rajarajeshwari Nagar,22.962049163374257,Moderate Temp (Clear),Working Day,21
2024,1,28,4,Jayanagar,27.82303287071193,Moderate Temp (Clear),Holiday,22
2023,9,26,19,Bellandur,26.877707273322123,Moderate Temp (Clear),Working Day,104
2024,2,22,10,Rajarajeshwari Nagar,20.929189158521748,Moderate Temp (Clear),Working Day,119
2022,11,16,23,BTM Layout,22.535095126477103,Moderate Temp (Clear),Working Day,76
2024,12,16,9,JP Nagar,16.806978168428607,Low Temp (Rainy),Working Day,85
2024,1,1,11,Seshadripuram,29.798413859224528,High Temp (Sunny),Working Day,57
2023,10,14,19,R.T. Nagar,24.058595452775776,Moderate Temp (Clear),Holiday,134
2022,12,10,16,Domlur,22.97913290748159,Moderate Temp (Clear),Holiday,116
2024,3,20,15,Jeevanbhima Nagar,13.991011200501736,Low Temp (Rainy),Working Day,79
2024,7,13,13,Yeshwantpur,15.545045845063797,Low Temp (Rainy),Holiday,97
2024,12,15,15,Ulsoor,17.616192192731052,Low Temp (Rainy),Holiday,93
2023,10,10,18,Marathahalli,28.21991944422978,High Temp (Sunny),Working Day,52
2024,2,10,20,Vasanthnagar,20.202072417604175,Moderate Temp (Clear),Holiday,136
2023,10,19,19,Jayanagar,27.212653029787973,Moderate Temp (Clear),Working Day,111
2023,9,20,16,Sadashivanagar,15.65765568700801,Low Temp (Rainy),Working Day,73
2023,5,18,21,Bellandur,36.87726479208239,High Temp (Sunny),Working Day,72
2024,7,10,9,BTM Layout,28.262856770197825,High Temp (Sunny),Working Day,53
2024,6,11,1,Sadashivanagar,11.025755778020557,Low Temp (Rainy),Working Day,24
2023,10,24,10,Koramangala,27.83658039966993,Moderate Temp (Clear),Working Day,123
2023,10,26,12,BTM Layout,28.34194616508554,High Temp (Sunny),Working Day,52
2024,4,3,1,Vijaynagar,28.04691441849937,High Temp (Sunny),Working Day,25
2024,1,27,13,R.T. Nagar,27.187397968301333,Moderate Temp (Clear),Holiday,120
2024,12,5,14,Rajarajeshwari Nagar,16.092162741212906,Low Temp (Rainy),Working Day,81
2024,12,10,6,BTM Layout,25.83024876196409,Moderate Temp (Clear),Working Day,24
2023,4,19,5,JP Nagar,24.74727416715717,Moderate Temp (Clear),Working Day,21
2024,5,22,21,Marathahalli,19.466667079864727,Moderate Temp (Clear),Working Day,105
2024,8,18,8,Jayanagar,28.38447798206369,High Temp (Sunny),Holiday,81
2022,5,20,18,BTM Layout,19.47979077316449,Moderate Temp (Clear),Working Day,88
2023,3,21,13,Ulsoor,25.27935686473279,Moderate Temp (Clear),Working Day,94
2022,1,1,17,Seshadripuram,15.411588746557491,Low Temp (Rainy),Holiday,79
2024,5,19,20,Banashankari,19.615560740096143,Moderate Temp (Clear),Holiday,146
2024,4,15,18,Indiranagar,27.18925315455208,Moderate Temp (Clear),Working Day,111
2022,6,18,19,Domlur,23.411391431733847,Moderate Temp (Clear),Holiday,115
2023,4,18,8,Whitefield,27.055611680965708,Moderate Temp (Clear),Working Day,120
2023,5,20,11,Rajajinagar,23.34016252256928,Moderate Temp (Clear),Holiday,113
2023,8,1,10,Yeshwantpur,27.11003739425985,Moderate Temp (Clear),Working Day,97
2023,9,16,8,Vijaynagar,29.308896493426108,High Temp (Sunny),Holiday,81
2024,2,5,18,Marathahalli,27.592513314744235,Moderate Temp (Clear),Working Day,126
2024,3,24,1,Malleswaram,31.22288494826145,High Temp (Sunny),Holiday,22
2023,9,19,7,HSR Layout,21.16542834370304,Moderate Temp (Clear),Working Day,116
2024,12,16,9,Malleswaram,22.011562232777457,Moderate Temp (Clear),Working Day,98
2023,11,12,12,Vasanthnagar,21.156112943255717,Moderate Temp (Clear),Holiday,115
2024,5,7,0,Jayanagar,14.273938670609102,Low Temp (Rainy),Working Day,24
2024,1,26,2,Rajarajeshwari Nagar,19.27351785502529,Moderate Temp (Clear),Working Day,25
2023,2,7,13,Bannerghatta,31.765429565997984,High Temp (Sunny),Working Day,42
2023,6,28,16,Ulsoor,19.576121577117384,Moderate Temp (Clear),Working Day,85
2022,11,19,14,Bellandur,21.66914083886645,Moderate Temp (Clear),Holiday,109
2024,8,17,11,Jeevanbhima Nagar,12.40013348207668,Low Temp (Rainy),Holiday,96
2022,1,10,3,Bellandur,21.94071545366842,Moderate Temp (Clear),Working Day,25
2023,7,24,16,Jeevanbhima Nagar,30.879357177069448,High Temp (Sunny),Working Day,95
2023,5,22,6,Mahadevapura,15.89146194271304,Low Temp (Rainy),Working Day,21
2023,10,8,10,Rajajinagar,12.527021289130746,Low Temp (Rainy),Holiday,93
